CoC Number,CoC Name,CoC Category,Count Types,Homelessness.Type,Count,Year
OR-501,"Portland, Gresham/Multnomah County CoC",Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,3520,2017
OR-501,"Portland, Gresham/Multnomah County CoC",Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,657,2017
OR-502,"Medford, Ashland/Jackson County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,633,2017
OR-502,"Medford, Ashland/Jackson County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,369,2017
OR-502,"Medford, Ashland/Jackson County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,264,2017
OR-502,"Medford, Ashland/Jackson County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,525,2017
OR-502,"Medford, Ashland/Jackson County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,108,2017
OR-503,Central Oregon CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,778,2017
OR-503,Central Oregon CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,230,2017
OR-503,Central Oregon CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,548,2017
OR-503,Central Oregon CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,494,2017
OR-503,Central Oregon CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,284,2017
OR-505,Oregon Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,5795,2017
OR-505,Oregon Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,2026,2017
OR-505,Oregon Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,3769,2017
OR-505,Oregon Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,3902,2017
OR-505,Oregon Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,1893,2017
OR-506,"Hillsboro, Beaverton/Washington County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,544,2017
OR-506,"Hillsboro, Beaverton/Washington County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,175,2017
OR-506,"Hillsboro, Beaverton/Washington County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,369,2017
OR-506,"Hillsboro, Beaverton/Washington County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,348,2017
OR-506,"Hillsboro, Beaverton/Washington County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,196,2017
OR-507,Clackamas County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,497,2017
OR-507,Clackamas County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,151,2017
OR-507,Clackamas County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,346,2017
OR-507,Clackamas County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,385,2017
OR-507,Clackamas County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,112,2017
PA-500,Philadelphia CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,5693,2017
PA-500,Philadelphia CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,4737,2017
PA-500,Philadelphia CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,956,2017
PA-500,Philadelphia CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,3341,2017
PA-500,Philadelphia CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,2352,2017
PA-501,Harrisburg/Dauphin County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,460,2017
PA-501,Harrisburg/Dauphin County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,390,2017
PA-501,Harrisburg/Dauphin County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,70,2017
PA-501,Harrisburg/Dauphin County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,309,2017
PA-501,Harrisburg/Dauphin County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,151,2017
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,453,2017
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,413,2017
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,40,2017
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,251,2017
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,202,2017
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,174,2017
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,171,2017
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,3,2017
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,82,2017
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,92,2017
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,310,2017
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,291,2017
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,19,2017
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,131,2017
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,179,2017
PA-505,Chester County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,578,2017
PA-505,Chester County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,554,2017
PA-505,Chester County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,24,2017
PA-505,Chester County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,387,2017
PA-505,Chester County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,191,2017
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,534,2017
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,521,2017
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,13,2017
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,366,2017
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,168,2017
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,197,2017
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,183,2017
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,14,2017
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,98,2017
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,99,2017
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,2170,2017
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1765,2017
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,405,2017
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1209,2017
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,961,2017
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,321,2017
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,295,2017
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,26,2017
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,180,2017
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,141,2017
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,511,2017
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,462,2017
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,49,2017
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,198,2017
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,313,2017
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,288,2017
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,243,2017
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,45,2017
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,134,2017
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,154,2017
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1145,2017
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1092,2017
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,53,2017
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,756,2017
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,389,2017
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,837,2017
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,774,2017
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,63,2017
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,531,2017
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,306,2017
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,98,2017
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,88,2017
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,10,2017
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,34,2017
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,64,2017
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,369,2017
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,361,2017
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,8,2017
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,264,2017
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,105,2017
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1883,2017
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,682,2017
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,1201,2017
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1678,2017
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,205,2017
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1642,2017
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,331,2017
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,1311,2017
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1463,2017
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,179,2017
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1180,2017
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1111,2017
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,69,2017
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,802,2017
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,378,2017
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,425,2017
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,221,2017
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,204,2017
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,393,2017
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,32,2017
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1317,2017
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,932,2017
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,385,2017
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,898,2017
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,419,2017
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1200,2017
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,893,2017
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,307,2017
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,939,2017
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,261,2017
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,974,2017
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,369,2017
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,605,2017
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,666,2017
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,308,2017
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,943,2017
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,772,2017
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,171,2017
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,611,2017
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,332,2017
